1, none, minecraft:the_void, MONSTER, apocalypsenow:horde_5, 10, 1, 1
7760, none, terralith:white_mesa, MONSTER, apocalypsenow:walker_31, 20, 1, 1
7761, none, terralith:white_mesa, MONSTER, apocalypsenow:runner_38, 20, 1, 1
7762, none, terralith:white_mesa, MONSTER, apocalypsenow:soldiers_02, 20, 1, 2
7763, none, terralith:white_mesa, MONSTER, zombie_extreme:infected_juggernaut, 20, 1, 1
7764, none, terralith:white_mesa, MONSTER, apocalypsenow:walker_24, 20, 1, 1
7765, none, terralith:white_mesa, MONSTER, apocalypsenow:runner_46, 20, 1, 1
7766, none, terralith:white_mesa, MONSTER, apocalypsenow:walker_21, 20, 1, 1
7767, none, terralith:white_mesa, MONSTER, apocalypsenow:cannibal, 10, 1, 2
7768, none, terralith:white_mesa, MONSTER, apocalypsenow:walker_1, 20, 1, 1
7769, none, terralith:white_mesa, MONSTER, apocalypsenow:horde_2, 10, 1, 1
7770, none, terralith:white_mesa, MONSTER, apocalypsenow:walker_23, 20, 1, 1
7771, none, terralith:white_mesa, MONSTER, apocalypsenow:crawler_2, 20, 1, 1
7772, none, terralith:white_mesa, MONSTER, apocalypsenow:runner_48, 20, 1, 1
7773, none, terralith:white_mesa, MONSTER, apocalypsenow:runner_54, 20, 1, 1
7774, none, terralith:white_mesa, MONSTER, apocalypsenow:walker_10, 20, 1, 1
7775, none, terralith:white_mesa, MONSTER, apocalypsenow:runner_35, 20, 1, 1
7776, none, terralith:white_mesa, MONSTER, apocalypsenow:soldiers, 20, 2, 2
7777, none, terralith:white_mesa, MONSTER, apocalypsenow:walker_8, 20, 1, 1
7778, none, terralith:white_mesa, MONSTER, apocalypsenow:walker_3, 20, 1, 1
7779, none, terralith:white_mesa, MONSTER, apocalypsenow:runner_47, 20, 1, 1
7780, none, terralith:white_mesa, MONSTER, apocalypsenow:runner_45, 20, 1, 1
7781, none, terralith:white_mesa, MONSTER, apocalypsenow:runner_53, 20, 1, 1
7782, none, terralith:white_mesa, MONSTER, apocalypsenow:walker_19, 20, 1, 1
7783, none, terralith:white_mesa, MONSTER, zombie_extreme:runner, 20, 1, 1
7784, none, terralith:white_mesa, MONSTER, apocalypsenow:walker_25, 20, 1, 1
7785, none, terralith:white_mesa, MONSTER, apocalypsenow:walker_30, 20, 1, 1
7786, none, terralith:white_mesa, MONSTER, apocalypsenow:runner_39, 20, 1, 1
7787, none, terralith:white_mesa, MONSTER, apocalypsenow:horde_1, 10, 1, 1
7788, none, terralith:white_mesa, MONSTER, zombie_extreme:ram, 15, 1, 1
7789, none, terralith:white_mesa, MONSTER, apocalypsenow:runner_37, 20, 1, 1
7790, none, terralith:white_mesa, MONSTER, zombie_extreme:assasin_black_ops, 15, 1, 1
7791, none, terralith:white_mesa, MONSTER, apocalypsenow:runner_52, 20, 1, 1
7792, none, terralith:white_mesa, MONSTER, apocalypsenow:runner_42, 20, 1, 1
7793, none, terralith:white_mesa, MONSTER, zombie_extreme:divided, 20, 1, 1
7794, none, terralith:white_mesa, MONSTER, apocalypsenow:crawler_3, 20, 1, 1
7795, none, terralith:white_mesa, MONSTER, apocalypsenow:runner_34, 20, 1, 1
7796, none, terralith:white_mesa, MONSTER, apocalypsenow:horde_3, 10, 1, 1
7797, none, terralith:white_mesa, MONSTER, zombie_extreme:infected_hazmat, 20, 1, 1
7798, none, terralith:white_mesa, MONSTER, zombie_extreme:boomer, 20, 1, 1
7799, none, terralith:white_mesa, MONSTER, zombie_extreme:military, 15, 1, 1
7800, none, terralith:white_mesa, MONSTER, zombie_extreme:infected_police, 30, 1, 1
7801, none, terralith:white_mesa, MONSTER, zombie_extreme:demolisher, 10, 1, 1
7802, none, terralith:white_mesa, MONSTER, apocalypsenow:runner_57, 20, 1, 1
7803, none, terralith:white_mesa, MONSTER, apocalypsenow:walker_4, 20, 1, 1
7804, none, terralith:white_mesa, MONSTER, apocalypsenow:runner_41, 20, 1, 1
7805, none, terralith:white_mesa, MONSTER, apocalypsenow:hunter, 20, 4, 4
7806, none, terralith:white_mesa, MONSTER, apocalypsenow:military_02, 10, 4, 4
7807, none, terralith:white_mesa, MONSTER, zombie_extreme:goon, 15, 1, 1
7808, none, terralith:white_mesa, MONSTER, apocalypsenow:walker_20, 20, 1, 1
7809, none, terralith:white_mesa, CREATURE, apocalypsenow:survivor_4, 10, 1, 1
7810, none, terralith:white_mesa, CREATURE, apocalypsenow:survivor_1, 10, 1, 1
7811, none, terralith:white_mesa, CREATURE, apocalypsenow:survivor_9, 10, 1, 1
7812, none, terralith:white_mesa, CREATURE, apocalypsenow:rat, 20, 4, 4
7813, none, terralith:white_mesa, CREATURE, apocalypsenow:survivor_6, 10, 1, 1
7814, none, terralith:white_mesa, CREATURE, apocalypsenow:survivor_7, 10, 1, 1
7815, none, terralith:white_mesa, CREATURE, apocalypsenow:survivor_2, 10, 1, 1
7816, none, terralith:white_mesa, CREATURE, apocalypsenow:survivor_8, 10, 1, 1
7817, none, terralith:white_mesa, CREATURE, kevin_trophy:kevmo, 10, 1, 1
7818, none, terralith:white_mesa, CREATURE, apocalypsenow:survivor_10, 10, 1, 1
7819, none, terralith:white_mesa, CREATURE, apocalypsenow:survivor_5, 10, 1, 1
7820, none, terralith:white_mesa, CREATURE, apocalypsenow:survivor_3, 10, 1, 1
7821, none, terralith:white_mesa, CREATURE, apocalypsenow:cockroach, 30, 5, 8
7822, none, terralith:white_mesa, AMBIENT, apocalypsenow:looter_1, 10, 1, 2
7823, none, terralith:valley_clearing, MONSTER, apocalypsenow:horde_5, 10, 1, 1
7824, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_5, 20, 1, 1
7825, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_49, 20, 1, 1
7826, none, terralith:valley_clearing, MONSTER, apocalypsenow:horde_4, 10, 1, 1
7827, none, terralith:valley_clearing, MONSTER, zombie_extreme:fetus, 20, 1, 1
7828, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_50, 20, 1, 1
7829, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_11, 20, 1, 1
7830, none, terralith:valley_clearing, MONSTER, apocalypsenow:looter_2, 10, 1, 1
7831, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_14, 20, 1, 1
7832, none, terralith:valley_clearing, MONSTER, kevin_trophy:blister_zombie, 12, 1, 3
7833, none, terralith:valley_clearing, MONSTER, kevin_trophy:crawler_zombie, 10, 1, 3
7834, none, terralith:valley_clearing, MONSTER, zombie_extreme:infected, 20, 1, 2
7835, none, terralith:valley_clearing, MONSTER, apocalypsenow:looter_3, 10, 1, 1
7836, none, terralith:valley_clearing, MONSTER, apocalypsenow:military_01, 10, 4, 4
7837, none, terralith:valley_clearing, MONSTER, apocalypsenow:crawler_1, 20, 1, 1
7838, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_18, 20, 1, 1
7839, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_6, 20, 1, 1
7840, none, terralith:valley_clearing, MONSTER, kevin_trophy:spitter_zombie, 10, 1, 1
7841, none, terralith:valley_clearing, MONSTER, kevin_trophy:zombie_brute, 10, 1, 2
7842, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_9, 20, 1, 1
7843, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_29, 20, 1, 1
7844, none, terralith:valley_clearing, MONSTER, zombie_extreme:night_hunter, 20, 1, 1
7845, none, terralith:valley_clearing, MONSTER, apocalypsenow:looter_5, 10, 1, 1
7846, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_32, 20, 1, 1
7847, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_15, 20, 1, 1
7848, none, terralith:valley_clearing, MONSTER, zombie_extreme:bomber, 30, 1, 1
7849, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_28, 20, 1, 1
7850, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_7, 20, 1, 1
7851, none, terralith:valley_clearing, MONSTER, apocalypsenow:military_medic, 10, 1, 1
7852, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_22, 20, 1, 1
7853, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_40, 20, 1, 1
7854, none, terralith:valley_clearing, MONSTER, zombie_extreme:infected_military, 20, 1, 1
7855, none, terralith:valley_clearing, MONSTER, apocalypsenow:looter_4, 10, 1, 1
7856, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_36, 20, 1, 1
7857, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_43, 20, 1, 1
7858, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_2, 20, 1, 1
7859, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_51, 20, 1, 1
7860, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_56, 20, 1, 1
7861, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_26, 20, 1, 1
7862, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_33, 20, 1, 1
7863, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_12, 20, 1, 1
7864, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_55, 20, 1, 1
7865, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_44, 20, 1, 1
7866, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_27, 20, 1, 1
7867, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_16, 20, 1, 1
7868, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_17, 20, 1, 1
7869, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_13, 20, 1, 1
7870, none, terralith:valley_clearing, MONSTER, zombie_extreme:chainsaw, 30, 1, 1
7871, none, terralith:valley_clearing, MONSTER, apocalypsenow:crawler_4, 20, 1, 1
7872, none, terralith:valley_clearing, MONSTER, zombie_extreme:crawler, 20, 1, 1
7873, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_31, 20, 1, 1
7874, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_38, 20, 1, 1
7875, none, terralith:valley_clearing, MONSTER, apocalypsenow:soldiers_02, 20, 1, 2
7876, none, terralith:valley_clearing, MONSTER, zombie_extreme:infected_juggernaut, 20, 1, 1
7877, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_24, 20, 1, 1
7878, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_46, 20, 1, 1
7879, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_21, 20, 1, 1
7880, none, terralith:valley_clearing, MONSTER, apocalypsenow:cannibal, 10, 1, 2
7881, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_1, 20, 1, 1
7882, none, terralith:valley_clearing, MONSTER, apocalypsenow:horde_2, 10, 1, 1
7883, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_23, 20, 1, 1
7884, none, terralith:valley_clearing, MONSTER, apocalypsenow:crawler_2, 20, 1, 1
7885, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_48, 20, 1, 1
7886, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_54, 20, 1, 1
7887, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_10, 20, 1, 1
7888, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_35, 20, 1, 1
7889, none, terralith:valley_clearing, MONSTER, apocalypsenow:soldiers, 20, 2, 2
7890, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_8, 20, 1, 1
7891, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_3, 20, 1, 1
7892, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_47, 20, 1, 1
7893, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_45, 20, 1, 1
7894, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_53, 20, 1, 1
7895, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_19, 20, 1, 1
7896, none, terralith:valley_clearing, MONSTER, zombie_extreme:runner, 20, 1, 1
7897, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_25, 20, 1, 1
7898, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_30, 20, 1, 1
7899, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_39, 20, 1, 1
7900, none, terralith:valley_clearing, MONSTER, apocalypsenow:horde_1, 10, 1, 1
7901, none, terralith:valley_clearing, MONSTER, zombie_extreme:ram, 15, 1, 1
7902, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_37, 20, 1, 1
7903, none, terralith:valley_clearing, MONSTER, zombie_extreme:assasin_black_ops, 15, 1, 1
7904, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_52, 20, 1, 1
7905, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_42, 20, 1, 1
7906, none, terralith:valley_clearing, MONSTER, zombie_extreme:divided, 20, 1, 1
7907, none, terralith:valley_clearing, MONSTER, apocalypsenow:crawler_3, 20, 1, 1
7908, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_34, 20, 1, 1
7909, none, terralith:valley_clearing, MONSTER, apocalypsenow:horde_3, 10, 1, 1
7910, none, terralith:valley_clearing, MONSTER, zombie_extreme:infected_hazmat, 20, 1, 1
7911, none, terralith:valley_clearing, MONSTER, zombie_extreme:boomer, 20, 1, 1
7912, none, terralith:valley_clearing, MONSTER, zombie_extreme:military, 15, 1, 1
7913, none, terralith:valley_clearing, MONSTER, zombie_extreme:infected_police, 30, 1, 1
7914, none, terralith:valley_clearing, MONSTER, zombie_extreme:demolisher, 10, 1, 1
7915, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_57, 20, 1, 1
7916, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_4, 20, 1, 1
7917, none, terralith:valley_clearing, MONSTER, apocalypsenow:runner_41, 20, 1, 1
7918, none, terralith:valley_clearing, MONSTER, apocalypsenow:hunter, 20, 4, 4
7919, none, terralith:valley_clearing, MONSTER, apocalypsenow:military_02, 10, 4, 4
7920, none, terralith:valley_clearing, MONSTER, zombie_extreme:goon, 15, 1, 1
7921, none, terralith:valley_clearing, MONSTER, apocalypsenow:walker_20, 20, 1, 1
7922, none, terralith:valley_clearing, CREATURE, apocalypsenow:survivor_4, 10, 1, 1
7923, none, terralith:valley_clearing, CREATURE, apocalypsenow:survivor_1, 10, 1, 1
7924, none, terralith:valley_clearing, CREATURE, apocalypsenow:survivor_9, 10, 1, 1
7925, none, terralith:valley_clearing, CREATURE, apocalypsenow:rat, 20, 4, 4
7926, none, terralith:valley_clearing, CREATURE, apocalypsenow:survivor_6, 10, 1, 1
7927, none, terralith:valley_clearing, CREATURE, apocalypsenow:survivor_7, 10, 1, 1
7928, none, terralith:valley_clearing, CREATURE, apocalypsenow:survivor_2, 10, 1, 1
7929, none, terralith:valley_clearing, CREATURE, apocalypsenow:survivor_8, 10, 1, 1
7930, none, terralith:valley_clearing, CREATURE, kevin_trophy:kevmo, 10, 1, 1
7931, none, terralith:valley_clearing, CREATURE, apocalypsenow:survivor_10, 10, 1, 1
7932, none, terralith:valley_clearing, CREATURE, apocalypsenow:survivor_5, 10, 1, 1
7933, none, terralith:valley_clearing, CREATURE, apocalypsenow:survivor_3, 10, 1, 1
7934, none, terralith:valley_clearing, CREATURE, apocalypsenow:cockroach, 30, 5, 8
7935, none, terralith:valley_clearing, AMBIENT, apocalypsenow:looter_1, 10, 1, 2
7936, nether, incendium:inverted_forest, MONSTER, apocalypsenow:horde_5, 10, 1, 1
7937, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_5, 20, 1, 1
7938, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_49, 20, 1, 1
7939, nether, incendium:inverted_forest, MONSTER, apocalypsenow:horde_4, 10, 1, 1
7940, nether, incendium:inverted_forest, MONSTER, zombie_extreme:fetus, 20, 1, 1
7941, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_50, 20, 1, 1
7942, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_11, 20, 1, 1
7943, nether, incendium:inverted_forest, MONSTER, apocalypsenow:looter_2, 10, 1, 1
7944, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_14, 20, 1, 1
7945, nether, incendium:inverted_forest, MONSTER, kevin_trophy:blister_zombie, 12, 1, 3
7946, nether, incendium:inverted_forest, MONSTER, kevin_trophy:crawler_zombie, 10, 1, 3
7947, nether, incendium:inverted_forest, MONSTER, zombie_extreme:infected, 20, 1, 2
7948, nether, incendium:inverted_forest, MONSTER, apocalypsenow:looter_3, 10, 1, 1
7949, nether, incendium:inverted_forest, MONSTER, apocalypsenow:military_01, 10, 4, 4
7950, nether, incendium:inverted_forest, MONSTER, apocalypsenow:crawler_1, 20, 1, 1
7951, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_18, 20, 1, 1
7952, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_6, 20, 1, 1
7953, nether, incendium:inverted_forest, MONSTER, kevin_trophy:spitter_zombie, 10, 1, 1
7954, nether, incendium:inverted_forest, MONSTER, kevin_trophy:zombie_brute, 10, 1, 2
7955, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_9, 20, 1, 1
7956, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_29, 20, 1, 1
7957, nether, incendium:inverted_forest, MONSTER, zombie_extreme:night_hunter, 20, 1, 1
7958, nether, incendium:inverted_forest, MONSTER, apocalypsenow:looter_5, 10, 1, 1
7959, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_32, 20, 1, 1
7960, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_15, 20, 1, 1
7961, nether, incendium:inverted_forest, MONSTER, zombie_extreme:bomber, 30, 1, 1
7962, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_28, 20, 1, 1
7963, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_7, 20, 1, 1
7964, nether, incendium:inverted_forest, MONSTER, apocalypsenow:military_medic, 10, 1, 1
7965, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_22, 20, 1, 1
7966, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_40, 20, 1, 1
7967, nether, incendium:inverted_forest, MONSTER, zombie_extreme:infected_military, 20, 1, 1
7968, nether, incendium:inverted_forest, MONSTER, apocalypsenow:looter_4, 10, 1, 1
7969, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_36, 20, 1, 1
7970, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_43, 20, 1, 1
7971, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_2, 20, 1, 1
7972, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_51, 20, 1, 1
7973, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_56, 20, 1, 1
7974, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_26, 20, 1, 1
7975, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_33, 20, 1, 1
7976, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_12, 20, 1, 1
7977, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_55, 20, 1, 1
7978, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_44, 20, 1, 1
7979, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_27, 20, 1, 1
7980, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_16, 20, 1, 1
7981, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_17, 20, 1, 1
7982, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_13, 20, 1, 1
7983, nether, incendium:inverted_forest, MONSTER, zombie_extreme:chainsaw, 30, 1, 1
7984, nether, incendium:inverted_forest, MONSTER, apocalypsenow:crawler_4, 20, 1, 1
7985, nether, incendium:inverted_forest, MONSTER, zombie_extreme:crawler, 20, 1, 1
7986, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_31, 20, 1, 1
7987, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_38, 20, 1, 1
7988, nether, incendium:inverted_forest, MONSTER, apocalypsenow:soldiers_02, 20, 1, 2
7989, nether, incendium:inverted_forest, MONSTER, zombie_extreme:infected_juggernaut, 20, 1, 1
7990, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_24, 20, 1, 1
7991, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_46, 20, 1, 1
7992, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_21, 20, 1, 1
7993, nether, incendium:inverted_forest, MONSTER, apocalypsenow:cannibal, 10, 1, 2
7994, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_1, 20, 1, 1
7995, nether, incendium:inverted_forest, MONSTER, apocalypsenow:horde_2, 10, 1, 1
7996, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_23, 20, 1, 1
7997, nether, incendium:inverted_forest, MONSTER, apocalypsenow:crawler_2, 20, 1, 1
7998, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_48, 20, 1, 1
7999, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_54, 20, 1, 1
8000, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_10, 20, 1, 1
8001, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_35, 20, 1, 1
8002, nether, incendium:inverted_forest, MONSTER, apocalypsenow:soldiers, 20, 2, 2
8003, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_8, 20, 1, 1
8004, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_3, 20, 1, 1
8005, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_47, 20, 1, 1
8006, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_45, 20, 1, 1
8007, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_53, 20, 1, 1
8008, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_19, 20, 1, 1
8009, nether, incendium:inverted_forest, MONSTER, zombie_extreme:runner, 20, 1, 1
8010, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_25, 20, 1, 1
8011, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_30, 20, 1, 1
8012, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_39, 20, 1, 1
8013, nether, incendium:inverted_forest, MONSTER, apocalypsenow:horde_1, 10, 1, 1
8014, nether, incendium:inverted_forest, MONSTER, zombie_extreme:ram, 15, 1, 1
8015, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_37, 20, 1, 1
8016, nether, incendium:inverted_forest, MONSTER, zombie_extreme:assasin_black_ops, 15, 1, 1
8017, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_52, 20, 1, 1
8018, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_42, 20, 1, 1
8019, nether, incendium:inverted_forest, MONSTER, zombie_extreme:divided, 20, 1, 1
8020, nether, incendium:inverted_forest, MONSTER, apocalypsenow:crawler_3, 20, 1, 1
8021, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_34, 20, 1, 1
8022, nether, incendium:inverted_forest, MONSTER, apocalypsenow:horde_3, 10, 1, 1
8023, nether, incendium:inverted_forest, MONSTER, zombie_extreme:infected_hazmat, 20, 1, 1
8024, nether, incendium:inverted_forest, MONSTER, zombie_extreme:boomer, 20, 1, 1
8025, nether, incendium:inverted_forest, MONSTER, zombie_extreme:military, 15, 1, 1
8026, nether, incendium:inverted_forest, MONSTER, zombie_extreme:infected_police, 30, 1, 1
8027, nether, incendium:inverted_forest, MONSTER, zombie_extreme:demolisher, 10, 1, 1
8028, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_57, 20, 1, 1
8029, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_4, 20, 1, 1
8030, nether, incendium:inverted_forest, MONSTER, apocalypsenow:runner_41, 20, 1, 1
8031, nether, incendium:inverted_forest, MONSTER, apocalypsenow:hunter, 20, 4, 4
8032, nether, incendium:inverted_forest, MONSTER, apocalypsenow:military_02, 10, 4, 4
8033, nether, incendium:inverted_forest, MONSTER, zombie_extreme:goon, 15, 1, 1
8034, nether, incendium:inverted_forest, MONSTER, apocalypsenow:walker_20, 20, 1, 1
8035, nether, incendium:inverted_forest, MONSTER, minecraft:zombified_piglin, 10, 1, 4
8036, nether, incendium:inverted_forest, MONSTER, minecraft:ghast, 7, 4, 4
8037, nether, incendium:inverted_forest, CREATURE, apocalypsenow:survivor_4, 10, 1, 1
8038, nether, incendium:inverted_forest, CREATURE, apocalypsenow:survivor_1, 10, 1, 1
8039, nether, incendium:inverted_forest, CREATURE, apocalypsenow:survivor_9, 10, 1, 1
8040, nether, incendium:inverted_forest, CREATURE, apocalypsenow:rat, 20, 4, 4
8041, nether, incendium:inverted_forest, CREATURE, apocalypsenow:survivor_6, 10, 1, 1
8042, nether, incendium:inverted_forest, CREATURE, apocalypsenow:survivor_7, 10, 1, 1
8043, nether, incendium:inverted_forest, CREATURE, apocalypsenow:survivor_2, 10, 1, 1
8044, nether, incendium:inverted_forest, CREATURE, apocalypsenow:survivor_8, 10, 1, 1
8045, nether, incendium:inverted_forest, CREATURE, kevin_trophy:kevmo, 10, 1, 1
8046, nether, incendium:inverted_forest, CREATURE, apocalypsenow:survivor_10, 10, 1, 1
8047, nether, incendium:inverted_forest, CREATURE, apocalypsenow:survivor_5, 10, 1, 1
8048, nether, incendium:inverted_forest, CREATURE, apocalypsenow:survivor_3, 10, 1, 1
8049, nether, incendium:inverted_forest, CREATURE, apocalypsenow:cockroach, 30, 5, 8
8050, nether, incendium:inverted_forest, AMBIENT, apocalypsenow:looter_1, 10, 1, 2
8051, extreme_hills, terralith:scarlet_mountains, MONSTER, apocalypsenow:horde_5, 10, 1, 1
8052, extreme_hills, terralith:scarlet_mountains, MONSTER, apocalypsenow:walker_5, 20, 1, 1
8053, extreme_hills, terralith:scarlet_mountains, MONSTER, apocalypsenow:runner_49, 20, 1, 1
8054, extreme_hills, terralith:scarlet_mountains, MONSTER, apocalypsenow:horde_4, 10, 1, 1
8055, extreme_hills, terralith:scarlet_mountains, MONSTER, zombie_extreme:fetus, 20, 1, 1
8056, extreme_hills, terralith:scarlet_mountains, MONSTER, apocalypsenow:runner_50, 20, 1, 1
8057, extreme_hills, terralith:scarlet_mountains, MONSTER, apocalypsenow:walker_11, 20, 1, 1
8058, extreme_hills, terralith:scarlet_mountains, MONSTER, apocalypsenow:looter_2, 10, 1, 1
8059, extreme_hills, terralith:scarlet_mountains, MONSTER, apocalypsenow:walker_14, 20, 1, 1
8060, extreme_hills, terralith:scarlet_mountains, MONSTER, kevin_trophy:blister_zombie, 12, 1, 3
8061, extreme_hills, terralith:scarlet_mountains, MONSTER, kevin_trophy:crawler_zombie, 10, 1, 3
8062, extreme_hills, terralith:scarlet_mountains, MONSTER, zombie_extreme:infected, 20, 1, 2
8063, extreme_hills, terralith:scarlet_mountains, MONSTER, apocalypsenow:looter_3, 10, 1, 1
8064, extreme_hills, terralith:scarlet_mountains, MONSTER, apocalypsenow:military_01, 10, 4, 4
8065, extreme_hills, terralith:scarlet_mountains, MONSTER, apocalypsenow:crawler_1, 20, 1, 1
8066, extreme_hills, terralith:scarlet_mountains, MONSTER, apocalypsenow:walker_18, 20, 1, 1
8067, extreme_hills, terralith:scarlet_mountains, MONSTER, apocalypsenow:walker_6, 20, 1, 1
8068, extreme_hills, terralith:scarlet_mountains, MONSTER, kevin_trophy:spitter_zombie, 10, 1, 1
8069, extreme_hills, terralith:scarlet_mountains, MONSTER, kevin_trophy:zombie_brute, 10, 1, 2
8070, extreme_hills, terralith:scarlet_mountains, MONSTER, apocalypsenow:walker_9, 20, 1, 1
